Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
34.0,89434.35,7281.8625,2.0,6.0,7.0,4.0,11.0,7.0,6.31,0.0,3.0,537.46,28.40657885108641,339.0,2,244.7423877242117,161.32244728857287,6.0,562.1214149872153,Good
34.0,89434.35,7281.8625,2.0,6.0,7.0,4.0,11.0,8.0,6.31,0.0,3.0,537.46,41.593158215359416,341.0,1,244.7423877242117,103.29727241503964,5.0,630.1465898607488,Standard
34.0,89434.35,7281.8625,2.0,6.0,7.0,4.0,11.0,8.0,10.31,0.0,3.0,537.46,27.10622833489493,342.0,1,244.7423877242117,190.94739572686828,5.0,542.49646654892,Good
44.0,41678.65,3672.220833333333,2.0,5.0,7.0,4.0,10.0,6.0,5.31,3.0,3.0,1209.49,35.385295906707285,249.0,1,76.0582711669853,133.95031298972214,4.0,417.2134991766259,Good
44.0,41678.65,3672.220833333333,2.0,5.0,7.0,4.0,8.0,3.0,5.31,3.0,3.0,1209.49,37.54739245178583,253.0,1,76.0582711669853,146.10019412347015,1.0,435.0636180428778,Standard
40.0,53320.08,4387.34,8.0,7.0,2.0,2.0,21.0,13.0,10.54,3.0,3.0,592.65,26.566171320494828,240.0,1,45.789962485987,73.53952507789434,5.0,569.4045124361188,Poor
40.0,53320.08,4387.34,8.0,7.0,2.0,2.0,21.0,14.0,3.54,3.0,3.0,592.65,29.8679869394996,241.0,1,45.789962485987,39.16524755202524,6.0,593.7787899619877,Poor
43.0,62109.24,5152.77,5.0,4.0,15.0,4.0,29.0,11.0,7.63,7.0,2.0,1308.94,31.99513911619588,325.0,3,166.1585477440781,34.104177375175524,6.0,555.0142748807464,Standard
43.0,62109.24,5152.77,5.0,4.0,15.0,4.0,29.0,13.0,7.63,7.0,2.0,1308.94,32.649759617519784,326.0,3,166.1585477440781,109.85622958340772,6.0,479.2622226725141,Standard
43.0,62109.24,5152.77,5.0,4.0,15.0,4.0,28.0,11.0,7.63,7.0,2.0,1308.94,23.15975607196868,328.0,3,166.1585477440781,221.2620907679905,4.0,387.85636148793134,Standard
43.0,62109.24,5152.77,5.0,4.0,15.0,4.0,29.0,11.0,7.63,7.0,2.0,1308.94,35.91414504814393,329.0,3,166.1585477440781,173.82273471301514,5.0,425.29571754290674,Standard
53.0,44789.64,3638.47,2.0,3.0,8.0,0.0,11.0,5.0,8.99,2.0,3.0,122.27,27.87581600978036,197.0,1,0.0,118.81765931705613,5.0,495.0293406829438,Good
23.0,9898.6,862.8833333333333,6.0,8.0,20.0,5.0,29.0,26.0,5.01,16.0,1.0,1302.29,37.78194458421814,81.0,3,40.66265592855844,65.93280613694607,1.0,269.6928712678288,Poor
23.0,9898.6,862.8833333333333,6.0,8.0,20.0,5.0,30.0,25.0,5.01,16.0,1.0,1302.29,32.873971304450286,84.0,3,40.66265592855844,40.2156972384205,1.0,295.4099801663544,Poor
15.0,37240.22,3313.351666666667,6.0,10.0,16.0,3.0,12.0,20.0,15.23,8.0,2.0,1765.75,29.664379018790555,98.0,3,58.230187704801146,412.0731055486549,1.0,151.0318734132107,Poor
15.0,37240.22,3313.351666666667,6.0,10.0,16.0,3.0,12.0,19.0,13.23,8.0,2.0,1765.75,31.34554621035546,99.0,2,58.230187704801146,158.39996628753505,2.0,394.7050126743305,Poor
15.0,37240.22,3313.351666666667,6.0,10.0,16.0,3.0,12.0,19.0,9.23,8.0,2.0,1765.75,28.816270050250715,101.0,3,58.230187704801146,138.1972357472646,3.0,404.907743214601,Poor
30.0,28485.71,2401.8091666666664,1.0,6.0,7.0,3.0,5.0,1.0,9.33,1.0,3.0,939.54,30.59670171335625,262.0,1,51.28993103573894,70.65762966321931,5.0,368.2333559677084,Standard
16.0,15974.84,1256.236666666667,8.0,6.0,23.0,9.0,25.0,23.0,10.91,12.0,1.0,2234.61,30.72531664030901,210.0,3,83.69126102228107,142.81958378688282,1.0,189.11282185750284,Poor
16.0,15974.84,1256.236666666667,8.0,6.0,23.0,9.0,28.0,24.0,5.91,12.0,1.0,2234.61,33.75325012833011,211.0,3,83.69126102228107,29.003073331171738,6.0,252.92933231321388,Standard
16.0,15974.84,1159.0721406981395,8.0,6.0,23.0,9.0,30.0,20.0,5.91,12.0,1.0,2234.61,25.35057943030223,214.0,2,180.85578699080804,90.51561449722088,1.0,241.4167911471648,Poor
30.0,14369.5,962.4583333333331,7.0,7.0,19.0,9.0,35.0,19.0,26.96,10.0,1.0,4496.77,34.01463356958419,140.0,3,79.506552352626,23.08060980926204,6.0,233.6586711714453,Poor
30.0,14369.5,962.4583333333331,7.0,7.0,19.0,9.0,35.0,19.0,26.96,10.0,1.0,4496.77,24.226340782003323,144.0,2,79.506552352626,113.77366568509215,1.0,192.9656152956152,Poor
30.0,14369.5,962.4583333333331,7.0,7.0,19.0,9.0,35.0,21.0,26.96,10.0,1.0,4496.77,27.914669135165,145.0,3,79.506552352626,44.60767302952688,1.0,262.13160795118046,Standard
30.0,14369.5,962.4583333333331,7.0,7.0,19.0,9.0,36.0,21.0,23.96,12.0,1.0,4496.77,33.91693043107755,146.0,3,79.506552352626,39.49041335750783,4.0,237.24886762319957,Standard
44.0,104142.56,8433.546666666667,3.0,5.0,5.0,3.0,20.0,11.0,15.28,6.0,2.0,1371.8,33.64784862447917,185.0,3,257.7386460249556,124.29952362711306,6.0,701.3164970145981,Standard
43.0,35319.26,3082.271666666667,4.0,3.0,7.0,4.0,5.0,3.0,6.66,3.0,3.0,140.19,24.438336321668768,346.0,1,112.73623806176728,93.93064432748908,5.0,351.56028427741035,Standard
43.0,35319.26,3082.271666666667,4.0,3.0,7.0,4.0,5.0,3.0,6.66,3.0,3.0,140.19,40.13593223021297,348.0,1,112.73623806176728,71.99817913135226,4.0,383.4927494735472,Standard
43.0,35319.26,3082.271666666667,4.0,3.0,7.0,4.0,5.0,5.0,-0.3399999999999998,3.0,3.0,140.19,35.7924708131189,349.0,1,112.73623806176728,82.3971290527223,5.0,363.0937995521772,Standard
43.0,35319.26,3082.271666666667,4.0,3.0,7.0,4.0,5.0,3.0,6.66,3.0,3.0,140.19,26.530480430596576,350.0,1,112.73623806176728,254.04932875457,1.0,231.44159985032948,Standard
26.0,10830.26,922.5216666666664,8.0,7.0,3.0,3.0,26.0,11.0,1.89,0.0,2.0,375.51,38.49710799398069,394.0,1,13.543918109318929,82.88855173992631,2.0,275.81969681742146,Standard
26.0,10830.26,922.5216666666664,8.0,7.0,3.0,3.0,22.0,11.0,1.89,0.0,2.0,375.51,23.394419846251186,398.0,1,13.543918109318929,28.256539871989997,3.0,320.45170868535774,Standard
22.0,8329.915,660.1595833333333,8.0,5.0,30.0,8.0,41.0,18.0,0.79,7.0,1.0,2308.1,29.747953565245204,221.0,3,31.265801966468825,49.47322318584016,1.0,275.27693318102433,Poor
22.0,8329.915,660.1595833333333,8.0,5.0,30.0,8.0,45.0,16.0,0.79,7.0,1.0,2308.1,36.77999449427361,222.0,2,31.265801966468825,13.507302526337602,5.0,271.24285384052695,Poor
17.0,16891.04,1420.5866666666668,7.0,7.0,20.0,9.0,54.0,16.0,21.5,6.0,1.0,2958.46,24.38900702774967,46.0,2,112.16922220003993,92.27529017527053,1.0,227.61415429135624,Standard
17.0,16891.04,1420.5866666666668,7.0,7.0,20.0,9.0,54.0,14.0,19.5,6.0,1.0,2958.46,31.086247400282502,51.0,3,112.16922220003993,179.76266020390332,1.0,140.12678426272345,Standard
55.0,68041.56,5885.13,3.0,5.0,1.0,3.0,9.0,6.0,11.55,4.0,3.0,844.81,32.54644979118935,332.0,1,93.66877611677305,320.3580108195671,1.0,464.4862130636599,Standard
55.0,68041.56,5885.13,3.0,5.0,1.0,3.0,9.0,9.0,14.55,8.0,3.0,844.81,33.09317454563443,335.0,1,93.66877611677305,123.23843916416656,6.0,611.6057847190605,Good
18.0,107871.9,8816.325,3.0,4.0,8.0,3.0,25.0,20.0,6.27,2.0,2.0,1005.83,30.098860953093386,390.0,1,227.24178904981625,391.60490863307183,2.0,542.7858023171121,Standard
28.0,24795.16,1807.263333333333,8.0,6.0,20.0,0.0,27.0,11.0,5.26,0.0,2.0,664.38,39.90226963909927,327.0,1,0.0,121.82279230474828,1.0,348.90354102858515,Standard
36.0,57074.58,4679.215,7.0,9.0,15.0,3.0,23.0,25.0,1.79,8.0,1.0,2554.42,37.4807004158526,90.0,3,109.1532272852117,62.32259137952162,5.0,546.4456813352667,Poor
26.0,39560.62,3247.7183333333337,6.0,10.0,29.0,7.0,23.0,19.0,11.66,9.0,2.0,1513.0,25.43334306762397,237.0,3,189.0428085190761,139.9620000227167,3.0,265.7670247915407,Poor
26.0,39560.62,3247.7183333333337,6.0,10.0,29.0,7.0,22.0,20.0,11.66,9.0,2.0,1513.0,29.540484182626468,240.0,3,189.0428085190761,119.10221996373488,5.0,266.6268048505225,Poor
22.0,63919.12,5067.593333333333,7.0,9.0,22.0,4.0,33.0,17.0,19.44,9.0,1.0,1534.21,28.14051691126714,147.0,2,171.5747813674415,337.8008703097811,3.0,267.3836816561108,Standard
27.0,30155.09,2217.9241666666667,6.0,5.0,14.0,3.0,7.0,19.0,10.75,0.0,2.0,972.35,26.91177150476491,343.0,3,75.10935762755916,78.40447718822864,5.0,318.2785818508788,Standard
27.0,30155.09,2217.9241666666667,6.0,5.0,14.0,3.0,7.0,21.0,10.75,4.0,2.0,972.35,26.40910704300644,345.0,3,75.10935762755916,78.41018046921248,4.0,328.272878569895,Standard
27.0,30155.09,2217.9241666666667,6.0,5.0,14.0,3.0,7.0,22.0,8.75,4.0,2.0,972.35,27.31574619622776,346.0,2,75.10935762755916,43.009279613965646,5.0,353.67377942514184,Standard
54.0,30084.89,2375.0741666666668,5.0,5.0,7.0,3.0,12.0,18.0,10.57,4.0,2.0,115.84,38.88784981626695,183.0,3,52.09709630618056,33.643052527601945,5.0,401.7672678328842,Standard
54.0,30084.89,2375.0741666666668,5.0,5.0,7.0,3.0,12.0,18.0,10.57,4.0,2.0,115.84,38.89582878350723,185.0,3,52.09709630618056,72.97014923992309,5.0,362.44017112056304,Standard
54.0,30084.89,2375.0741666666668,5.0,5.0,7.0,3.0,12.0,20.0,10.57,4.0,2.0,115.84,37.38439085882467,190.0,3,52.09709630618056,24.98924671035383,6.0,400.4210736501323,Standard
18.0,14755.09,1072.5908333333334,6.0,6.0,17.0,2.0,50.0,18.0,15.65,11.0,1.0,2460.77,36.210383780319866,106.0,3,14.803843148914517,75.68331623605947,1.0,306.77192394835936,Poor
18.0,14755.09,1072.5908333333334,6.0,6.0,17.0,2.0,50.0,17.0,14.65,11.0,1.0,2460.77,22.90365521462105,109.0,3,14.803843148914517,20.322695243229933,6.0,312.13254494118894,Poor
18.0,14755.09,1072.5908333333334,6.0,6.0,17.0,2.0,50.0,17.0,15.65,13.0,1.0,2460.77,34.70903795461175,112.0,3,14.803843148914517,66.6522385434046,3.0,295.80300164101425,Poor
36.0,110147.52,9040.96,6.0,5.0,9.0,3.0,27.0,20.0,13.69,6.0,2.0,1238.2,26.492931234107967,197.0,3,225.0682312268929,438.0325413745195,2.0,520.9952273985875,Standard
34.0,17078.485,1256.2070833333337,3.0,7.0,10.0,2.0,3.0,12.0,10.01,3.0,3.0,1048.53,31.0384146243312,290.0,1,22.18158194710025,121.22272878318888,1.0,272.21639760304424,Poor
41.0,15375.09,1572.2575,7.0,5.0,26.0,9.0,54.0,21.0,22.65,9.0,1.0,4649.41,26.195681174952725,41.0,3,81.43213754670117,210.97370734639105,1.0,154.81990510690778,Standard
41.0,15375.09,1572.2575,7.0,5.0,26.0,9.0,54.0,21.0,22.65,9.0,1.0,4649.41,40.03028714816009,42.0,3,81.43213754670117,48.81086003036982,4.0,286.982752422929,Standard
41.0,15375.09,1572.2575,6.0,4.0,26.0,9.0,54.0,18.0,22.65,9.0,1.0,4649.41,27.171594797957315,44.0,3,81.43213754670117,46.11875658433851,4.0,289.6748558689603,Standard
41.0,15375.09,1572.2575,6.0,4.0,26.0,9.0,56.0,24.0,15.65,9.0,1.0,4649.41,37.82300682984077,47.0,3,81.43213754670117,17.847180810752388,5.0,307.94643164254643,Standard
24.0,31599.56,2665.2966666666666,6.0,7.0,23.0,7.0,32.0,24.0,1.9,6.0,1.0,2393.94,38.928651854187216,196.0,3,110.2385329142493,155.04332085638524,4.0,261.2478128960321,Poor
25.0,31599.56,2528.6262616140293,7.0,8.0,23.0,7.0,33.0,24.0,1.9,10.0,1.0,2393.94,38.6890199045062,201.0,3,246.9089379668863,51.93313552462912,6.0,344.35799822778824,Poor
36.0,18666.83,1628.569166666667,7.0,5.0,27.0,9.0,50.0,18.0,21.89,12.0,1.0,4072.19,33.458609514037896,119.0,3,102.01283420087836,63.916691121001215,5.0,246.9273913447872,Standard
36.0,18666.83,1628.569166666667,7.0,5.0,27.0,9.0,55.0,17.0,24.89,12.0,1.0,4072.19,24.558006343619933,120.0,3,102.01283420087836,131.87449709798543,1.0,218.9695853678029,Standard
31.0,23635.39,2239.6158333333333,8.0,5.0,10.0,3.0,13.0,7.0,16.09,8.0,2.0,152.17,28.119086672298327,159.0,3,46.91741254960999,72.81967957537748,2.0,384.2244912083458,Standard
31.0,23635.39,2239.6158333333333,8.0,5.0,10.0,3.0,13.0,9.0,9.09,8.0,2.0,152.17,29.79404213317727,160.0,3,46.91741254960999,22.192112842828585,6.0,394.8520579408948,Standard
32.0,23635.39,2239.6158333333333,8.0,5.0,10.0,3.0,13.0,9.0,16.09,8.0,2.0,152.17,29.833020341508885,166.0,3,46.91741254960999,53.00120489710274,5.0,374.0429658866207,Good
31.0,15289.33,1417.1108333333334,8.0,6.0,12.0,7.0,20.0,18.0,11.29,8.0,2.0,12.9,36.25967796595883,91.0,3,44.72054752094138,64.63120314483403,1.0,322.35933266755785,Standard
31.0,15289.33,1417.1108333333334,8.0,6.0,12.0,7.0,20.0,21.0,11.29,8.0,2.0,12.9,33.45275731036177,92.0,3,44.72054752094138,85.67889601557309,1.0,301.3116397968188,Standard
31.0,15289.33,1417.1108333333334,8.0,6.0,12.0,7.0,20.0,20.0,11.29,8.0,2.0,12.9,36.8257077518624,93.0,3,44.72054752094138,136.31693062812585,1.0,250.67360518426608,Standard
36.0,34323.26,2734.271666666667,1.0,4.0,9.0,3.0,1.0,4.0,9.94,3.0,3.0,358.47,32.073871920824764,302.0,1,63.30212610715235,30.29024857760621,6.0,419.8347919819082,Standard
36.0,34323.26,2734.271666666667,1.0,4.0,9.0,3.0,4.0,4.0,9.94,3.0,3.0,358.47,30.48982190993123,303.0,1,63.30212610715235,183.0638344204707,4.0,287.0612061390437,Good
28.0,11978.875,825.2395833333335,4.0,6.0,11.0,4.0,12.0,11.0,3.3,2.0,2.0,411.37,27.967394040253843,299.0,1,38.34096157060867,70.57545037347322,3.0,243.60754638925147,Poor
45.0,40838.93,3440.244166666667,2.0,2.0,4.0,4.0,8.0,15.0,3.52,3.0,3.0,475.65,32.45426717488267,342.0,1,95.1253107349487,100.24531882827335,5.0,398.6537871034446,Good
45.0,40838.93,3440.244166666667,2.0,2.0,4.0,4.0,8.0,12.0,3.52,3.0,3.0,475.65,34.73111375916278,343.0,1,95.1253107349487,104.76690825684643,4.0,404.1321976748716,Good
45.0,40838.93,3440.244166666667,2.0,2.0,4.0,4.0,8.0,12.0,7.52,3.0,3.0,475.65,39.66012145373636,344.0,1,95.1253107349487,187.7469111474436,4.0,321.15219478427446,Good
45.0,40838.93,3440.244166666667,2.0,2.0,4.0,4.0,8.0,12.0,3.52,7.0,3.0,475.65,34.74466478766181,345.0,1,95.1253107349487,136.78083756594629,4.0,372.1182683657717,Good
51.0,69684.86,5872.071666666668,0.0,7.0,12.0,2.0,7.0,7.0,1.46,2.0,3.0,596.1,39.93773669899252,279.0,1,83.13713352442105,120.54171105997746,6.0,623.5283220822682,Standard
51.0,69684.86,5872.071666666668,0.0,7.0,12.0,2.0,7.0,7.0,1.46,2.0,3.0,596.1,34.41345033084678,283.0,1,83.13713352442105,297.7932403605344,1.0,496.27679278171126,Standard
51.0,69684.86,5872.071666666668,0.0,7.0,12.0,2.0,5.0,8.0,1.46,2.0,3.0,596.1,30.77075986034837,284.0,1,83.13713352442105,225.32722485235905,4.0,538.7428082898866,Standard
51.0,69684.86,5872.071666666668,0.0,7.0,12.0,2.0,7.0,7.0,1.46,2.0,3.0,596.1,36.012336714787395,285.0,1,83.13713352442105,206.1159966531837,5.0,547.954036489062,Standard
26.0,70897.32,6139.1100000000015,7.0,8.0,23.0,7.0,31.0,21.0,29.02,13.0,1.0,3657.73,30.78666827433617,160.0,3,268.8336032794297,147.19219366531013,6.0,437.88520305526026,Standard
26.0,70897.32,6139.1100000000015,7.0,8.0,23.0,7.0,31.0,19.0,29.02,13.0,1.0,3657.73,39.26349740079138,163.0,2,268.8336032794297,223.35402999960849,1.0,411.72336672096185,Poor
48.0,19204.25,1660.354166666667,5.0,7.0,13.0,3.0,18.0,10.0,5.31,3.0,2.0,504.06,26.05149939782105,355.0,1,35.14812339828019,103.62053009738968,1.0,317.2667631709968,Standard
48.0,19204.25,1660.354166666667,5.0,7.0,13.0,3.0,18.0,15.0,5.31,7.0,2.0,504.06,37.60511887557955,357.0,1,35.14812339828019,99.69702276216472,4.0,291.19027050622174,Standard
48.0,19204.25,1660.354166666667,5.0,7.0,13.0,3.0,18.0,9.0,5.31,7.0,2.0,504.06,28.12950694455456,359.0,1,35.14812339828019,23.592677605422374,5.0,357.2946156629641,Standard
48.0,19204.25,1660.354166666667,5.0,7.0,13.0,3.0,18.0,12.0,5.31,7.0,2.0,504.06,40.78350646720101,360.0,1,35.14812339828019,132.65080111120943,1.0,288.23649215717705,Standard
48.0,19204.25,1660.354166666667,5.0,7.0,13.0,3.0,14.0,12.0,5.31,7.0,2.0,504.06,34.49942909396475,362.0,1,35.14812339828019,157.3218419058421,2.0,253.5654513625444,Standard
14.0,89869.72,7626.143333333332,3.0,7.0,15.0,5.0,20.0,19.0,9.2,5.0,2.0,658.47,37.05170023780097,183.0,3,263.18996252711474,131.95145791061628,5.0,617.4729128956022,Standard
27.0,81320.88,6764.740000000002,7.0,3.0,15.0,1.0,14.0,14.0,15.34,1.0,2.0,520.44,40.1150397615413,184.0,1,48.3531969603316,301.1194931067298,1.0,617.0013099329387,Standard
28.0,81320.88,6764.740000000002,7.0,3.0,15.0,1.0,14.0,12.0,10.34,1.0,2.0,520.44,37.90412190988816,189.0,1,48.3531969603316,277.64643543113567,4.0,610.4743676085327,Standard
30.0,34775.16,3048.9300000000007,7.0,9.0,25.0,5.0,25.0,20.0,17.16,6.0,1.0,3003.45,36.33921366826468,157.0,3,126.5968143795764,64.5184085218104,5.0,363.7777770986132,Poor
31.0,34775.16,3048.9300000000007,7.0,9.0,25.0,5.0,20.0,20.0,17.16,6.0,1.0,3003.45,36.05847198722878,162.0,3,126.5968143795764,67.97037712338138,5.0,360.3258084970423,Poor
31.0,34775.16,3048.9300000000007,7.0,9.0,25.0,5.0,24.0,18.0,17.16,11.0,1.0,3003.45,36.219032174682695,164.0,3,126.5968143795764,48.99415601644692,5.0,379.30202960397673,Poor
14.0,7912.96,751.4133333333333,7.0,6.0,22.0,3.0,29.0,23.0,1.76,9.0,1.0,2352.07,23.41539604092293,81.0,3,12.9563885942534,21.77315626359176,4.0,300.4117884754881,Poor
14.0,7912.96,751.4133333333333,7.0,6.0,22.0,3.0,34.0,26.0,8.76,9.0,1.0,2352.07,21.994038760457222,83.0,3,12.9563885942534,68.64385559277287,2.0,273.541089146307,Poor
14.0,7912.96,751.4133333333333,7.0,6.0,22.0,3.0,34.0,23.0,1.76,9.0,1.0,2352.07,32.90206728510564,84.0,3,12.9563885942534,18.074177277927564,5.0,294.1107674611524,Poor
14.0,7912.96,751.4133333333333,7.0,6.0,22.0,3.0,34.0,23.0,1.76,9.0,1.0,2352.07,29.335217921612557,85.0,3,12.9563885942534,21.07554484283745,3.0,311.1093998962425,Poor
26.0,42277.83,3724.1525,8.0,4.0,14.0,2.0,6.0,10.0,12.59,6.0,2.0,1469.21,29.61954852716629,241.0,3,59.41160420933448,95.65660120973888,5.0,467.3470445809266,Standard
27.0,42277.83,3724.1525,8.0,4.0,14.0,2.0,8.0,7.0,12.59,6.0,2.0,1469.21,30.762853074473053,243.0,3,59.41160420933448,230.6270549623751,3.0,352.37659082829043,Standard
51.0,33763.89,2578.6575,4.0,3.0,8.0,2.0,15.0,19.0,4.7,0.0,2.0,812.74,30.3680697197428,363.0,1,30.02077906649661,202.8551405358939,1.0,314.98983039760947,Standard
52.0,33763.89,2578.6575,4.0,3.0,8.0,2.0,17.0,19.0,-1.2999999999999998,0.0,2.0,812.74,38.70271545367449,365.0,1,30.02077906649661,217.9858114381245,3.0,279.8591594953789,Standard
55.0,20660.16,1995.68,1.0,1.0,1.0,2.0,3.0,9.0,6.59,4.0,3.0,542.16,30.988318018179555,223.0,1,33.878701096384674,252.82646453821,1.0,202.86283436540535,Standard
28.0,44152.16,3831.346666666667,3.0,7.0,18.0,3.0,19.0,16.0,2.35,1.0,2.0,634.52,35.149766097125905,240.0,1,107.99023314874432,93.70282479658567,5.0,431.4416087213367,Standard
28.0,44152.16,3831.346666666667,3.0,7.0,18.0,3.0,19.0,13.0,2.35,1.0,2.0,634.52,35.02457975708121,241.0,1,107.99023314874432,138.0684286650073,1.0,427.0760048529151,Standard
28.0,44152.16,3831.346666666667,3.0,7.0,18.0,3.0,19.0,13.0,1.35,1.0,2.0,634.52,28.616541568222395,242.0,1,107.99023314874432,134.69622958971036,5.0,390.448203928212,Standard
29.0,44152.16,3831.346666666667,3.0,7.0,18.0,3.0,19.0,11.0,2.35,1.0,2.0,634.52,34.91669166621865,244.0,1,107.99023314874432,154.54363075591738,1.0,410.60080276200506,Standard
24.0,8815.64,973.6366666666668,10.0,8.0,16.0,6.0,15.0,18.0,27.57,6.0,1.0,3867.93,32.58124201064221,21.0,3,41.10639652817852,88.20846360600143,1.0,258.0488065324867,Standard
24.0,8815.64,973.6366666666668,10.0,8.0,16.0,6.0,15.0,18.0,27.57,6.0,1.0,3867.93,37.46107239362089,25.0,3,41.10639652817852,14.139444034430678,5.0,292.1178261040575,Good
24.0,8815.64,973.6366666666668,10.0,8.0,16.0,6.0,15.0,19.0,27.57,6.0,1.0,3867.93,28.62171306269002,26.0,3,41.10639652817852,36.88640653653635,3.0,289.37086360195184,Good
24.0,8815.64,973.6366666666668,10.0,8.0,16.0,6.0,19.0,18.0,27.57,6.0,1.0,3867.93,28.07526800269019,27.0,2,41.10639652817852,65.16807678175995,2.0,271.0891933567282,Good
24.0,8815.64,973.6366666666668,10.0,8.0,16.0,6.0,10.0,18.0,24.57,6.0,1.0,3867.93,24.72623523564664,28.0,3,41.10639652817852,26.4890567469048,2.0,309.76821339158334,Good
40.0,19206.92,1373.5766666666666,7.0,8.0,19.0,5.0,40.0,19.0,3.08,11.0,1.0,3600.06,37.12684789180295,27.0,3,65.19760798764706,149.42127411358717,1.0,212.7387845654324,Poor
40.0,19206.92,1373.5766666666666,7.0,8.0,19.0,5.0,40.0,22.0,3.08,11.0,1.0,3600.06,36.22595676619456,28.0,3,65.19760798764706,85.03391826220184,2.0,267.1261404168177,Poor
40.0,19206.92,1373.5766666666666,7.0,8.0,19.0,5.0,40.0,16.0,3.08,11.0,1.0,3600.06,32.37260565103572,31.0,3,65.19760798764706,10.795883413507886,6.0,301.36417526551173,Standard
31.0,17166.71,1181.559166666667,7.0,10.0,32.0,9.0,50.0,15.0,-2.18,9.0,1.0,4525.27,27.011499119321734,56.0,3,105.65166033084056,94.74323301736536,1.0,207.7610233184608,Poor
31.0,17166.71,1181.559166666667,7.0,10.0,32.0,9.0,50.0,18.0,4.82,9.0,1.0,4525.27,32.585638909296826,57.0,3,105.65166033084056,153.25842338981727,1.0,149.24583294600887,Poor
20.0,50513.25,4051.4375,10.0,10.0,23.0,5.0,16.0,20.0,21.55,7.0,1.0,3250.87,25.59375078728817,93.0,3,208.44543409997124,149.32517537720216,4.0,307.3731405228266,Poor
21.0,50513.25,4051.4375,10.0,10.0,23.0,5.0,16.0,18.0,21.55,9.0,1.0,3250.87,25.41282079433168,99.0,3,208.44543409997124,349.4756050273418,3.0,117.22271087268687,Poor
28.0,18038.0,1534.166666666667,5.0,1.0,10.0,0.0,0.0,6.0,5.4,4.0,3.0,486.12,30.469947218670388,201.0,1,0.0,128.2979722216563,1.0,315.1186944450104,Good
28.0,18038.0,1534.166666666667,5.0,1.0,10.0,0.0,0.0,6.0,5.4,4.0,3.0,486.12,28.173168547084963,204.0,1,0.0,65.26086334633881,2.0,368.1558033203279,Good
43.0,74092.04,6029.336666666666,7.0,9.0,15.0,3.0,36.0,16.0,2.94,10.0,1.0,1531.49,36.56735240090501,158.0,3,105.64599501025876,101.9556711357134,6.0,635.3320005206947,Poor
30.0,18760.6,1531.3833333333332,7.0,8.0,18.0,5.0,51.0,19.0,20.3,12.0,1.0,4573.36,38.838889431370674,79.0,3,71.47716469812731,103.1981249952539,1.0,268.4630436399521,Standard
30.0,18760.6,1531.3833333333332,7.0,8.0,18.0,5.0,47.0,22.0,16.3,12.0,1.0,4573.36,37.12556328211191,81.0,3,71.47716469812731,184.06221325493152,1.0,187.5989553802745,Standard
23.0,42767.89,3420.9908333333333,1.0,7.0,11.0,1.0,9.0,6.0,2.63,3.0,3.0,1413.55,25.86106360569624,311.0,1,20.338018617921698,112.18157514666096,5.0,459.5794895687506,Standard
23.0,42767.89,3420.9908333333333,1.0,7.0,11.0,1.0,9.0,6.0,2.63,3.0,3.0,1413.55,28.96381325158121,313.0,1,20.338018617921698,284.98411122272165,3.0,306.77695349268987,Standard
22.0,47953.86,3706.155,7.0,6.0,27.0,3.0,16.0,19.0,8.48,8.0,2.0,1601.8,31.73577290060297,85.0,3,80.92386026831947,315.0787626692759,1.0,264.61287706240466,Standard
22.0,47953.86,3706.155,7.0,6.0,27.0,3.0,19.0,19.0,8.48,8.0,2.0,1601.8,40.395759291707776,89.0,3,80.92386026831947,132.24038743152906,5.0,407.4512523001515,Poor
22.0,47953.86,3706.155,7.0,6.0,27.0,3.0,18.0,19.0,8.48,8.0,2.0,1601.8,36.88112589707003,90.0,3,80.92386026831947,103.78728258565268,5.0,435.9043571460279,Poor
29.0,24308.05,1762.6708333333331,7.0,6.0,11.0,2.0,24.0,10.0,13.49,6.0,2.0,174.32,38.31708097668283,159.0,3,21.12401651320115,166.8444592336896,1.0,278.2986075864426,Standard
29.0,24308.05,1762.6708333333331,7.0,6.0,11.0,2.0,24.0,7.0,16.490000000000002,11.0,2.0,174.32,35.112463780129204,165.0,3,21.12401651320115,158.23530031930682,3.0,266.9077665008253,Standard
31.0,42400.7,3627.3916666666655,4.0,5.0,5.0,2.0,24.0,1.0,6.54,4.0,3.0,699.11,33.046268178485754,321.0,2,45.77561818988868,212.0269818768884,4.0,364.93656659988966,Poor
31.0,42400.7,3627.3916666666655,4.0,5.0,5.0,2.0,23.0,3.0,6.54,4.0,3.0,699.11,29.695403165619307,322.0,1,45.77561818988868,288.7595515254459,1.0,318.20399695133216,Poor
32.0,42400.7,3627.3916666666655,4.0,5.0,5.0,2.0,26.0,4.0,6.54,4.0,3.0,699.11,31.244380541532173,323.0,1,45.77561818988868,141.84545135002932,5.0,425.11809712674864,Standard
